Rank,Champion,Role,Win Percent,Play Percent,Ban Rate,Playerbase Avg. Games,Kills,Deaths,Assists,Largest Killing Spree,Damage Dealt,Damage Taken,Total Healing,Minions Killed,Enemy Jungle CS,Team Jungle CS,Gold Earned,Role Position,Position Change
125,Olaf,Jungle,50.46%,2.74%,0.64%,4.52,6.64,5.43,6.29,9,15292,29099,10899,35.5,9.98,80.66,10926,16,4
126,Orianna,Middle,49.91%,3.45%,0.12%,6.83,5.5,5.26,9.11,7,19472,16638,1767,179.1,1.97,8.69,11386,13,8
127,Ornn,Support,50.31%,0.39%,0.17%,1.64,2.23,3.5,4.19,3,8063,13158,1073,94.2,0.31,0.46,6385,65,5
128,Ornn,Top,49.93%,2.24%,0.17%,1.55,3.69,4.92,8.38,6,16430,26445,3329,160.2,0.76,1.57,10172,27,3
129,Pantheon,Jungle,49.86%,0.44%,0.68%,9.03,6.33,6.05,7.83,6,13815,24735,7046,45,5.12,55.24,10272,39,8
130,Pantheon,Middle,48.48%,1.06%,0.68%,12.52,7.56,6.25,7.51,10,18220,22846,4407,142.4,1.43,3.56,11154,39,3
131,Pantheon,Support,51.97%,1.58%,0.68%,19.5,4.41,5.77,7.97,6,10844,16376,1839,52.7,0.53,0.6,7924,26,0
132,Poppy,Jungle,50.54%,0.51%,0.08%,7.52,5.32,5,8.38,5,13813,24266,5989,47.9,7.47,61.99,10108,36,1
133,Poppy,Support,52.59%,0.42%,0.08%,7.45,3.02,4.25,5.98,5,9035,14070,1535,68.7,0.59,0.58,6918,49,4
134,Poppy,Top,50.22%,1.07%,0.08%,4.46,4.68,5.14,7.33,5,17839,24867,3869,153.4,1.51,2.07,10454,37,5
135,Pyke,Support,48.78%,5.01%,1.16%,NaN,6.2,6.38,7.91,8,9238,17744,4262,37.7,0.19,0.15,10162,5,0
136,Qiyana,Middle,48.14%,1.28%,0.11%,NaN,8.5,6.66,6.35,9,20068,21120,4050,151.6,1.93,3.46,11451,35,10
137,Qiyana,Support,51.36%,0.26%,0.11%,NaN,4.59,3.69,2.84,6,8833,10058,1515,93.8,0.68,0.74,6718,51,1
138,Quinn,Support,54.65%,0.20%,0.22%,29,3.76,3.79,2.71,5,9346,9527,447,99.1,0.96,1.02,6737,43,12
139,Quinn,Top,51.26%,1.05%,0.22%,5.93,6.92,6.89,6.13,8,20788,20522,1386,164.2,3.09,4.55,11755,31,10
140,Rakan,Support,49.78%,2.35%,0.03%,5.34,1.61,4.94,13.34,3,6312,14575,4000,29.6,0.07,0.08,7294,45,5
141,Rammus,Jungle,51.08%,1.49%,0.28%,3.7,4.41,5.4,10.31,7,12664,27615,8095,30.8,5.75,76.8,9984,29,3
142,Rek'Sai,Jungle,50.59%,2.59%,0.42%,5.13,6.72,5.24,6.9,7,12858,26742,11964,23.3,8.51,75.4,10392,23,3
143,Renekton,Support,51.12%,0.58%,0.97%,32.72,2.95,3.15,2.01,4,7577,12757,2801,110.2,1.08,0.84,6711,46,18
144,Renekton,Top,47.00%,2.98%,0.97%,5.71,5.28,5.8,5.45,7,17099,30559,7436,181.3,2.72,3.64,11610,19,3
145,Rengar,Jungle,50.54%,2.02%,0.50%,5.83,7.98,6.04,5.54,8,16534,28026,10642,38.2,11.29,79.66,11374,18,1
146,Rengar,Top,50.11%,0.55%,0.50%,12.85,6.75,6.02,5.46,7,18519,29243,7607,158.1,4.3,4.98,11625,30,2
147,Riven,Top,49.76%,2.51%,0.14%,11.71,6.36,5.77,4.99,8,16436,22943,4357,173.4,3.17,4.54,11639,26,11
148,Rumble,Middle,50.82%,0.68%,0.04%,27.04,6.82,5.52,8.19,8,21694,22411,3868,159.3,1.59,3.97,11164,22,9
149,Rumble,Support,49.62%,0.26%,0.04%,25.1,3.26,3.77,4.13,4,9725,11633,1127,90.3,0.71,0.69,6635,60,1
150,Rumble,Top,47.90%,0.59%,0.04%,5.95,5.27,5.83,7.3,6,20216,22791,3470,162.9,1.33,3.23,10781,44,3
151,Ryze,Middle,47.97%,1.08%,0.04%,4.96,5.62,5.63,6.33,7,20547,23268,6636,188.7,4.08,11.61,11733,44,8
152,Ryze,Top,46.53%,0.43%,0.04%,6.69,4.8,5.89,5.67,6,20484,23637,6410,193.3,3.31,9.67,11706,42,7
153,Sejuani,Jungle,48.67%,1.65%,0.03%,4.8,4.18,4.72,10.16,6,12007,31335,7756,36.1,6.61,77,10123,32,4
154,Senna,Support,50.59%,8.54%,1.59%,NaN,3.1,5.16,12.08,5,12901,16968,9512,25.1,0.3,0.52,8293,1,0
155,Sett,Jungle,49.50%,2.15%,1.31%,NaN,4.96,5.4,8.2,7,14238,30018,7181,53.1,6.19,61.75,10163,28,7
156,Sett,Support,48.06%,3.36%,1.31%,NaN,3.15,5.56,8.08,6,9889,19852,1420,50,0.34,0.44,7438,33,5
157,Sett,Top,48.52%,3.04%,1.31%,NaN,5.42,6.13,5.78,6,19381,29153,3513,158.8,2.13,2.94,11150,16,2
158,Shaco,Jungle,50.60%,3.17%,0.60%,8.9,7.58,5.41,7.42,9,15437,22919,6671,32.8,8.79,70.96,10924,20,5
159,Shaco,Support,50.23%,0.78%,0.60%,34.63,4.04,5.11,9.28,6,15627,15193,1538,31.4,0.56,0.44,8194,16,3
160,Shen,Support,51.55%,0.91%,0.13%,10.76,2.65,3.93,7.47,3,7427,14423,1311,68.6,0.35,0.49,6832,50,1
161,Shen,Top,50.89%,3.08%,0.13%,5.06,4.47,4.9,9.8,6,15217,24970,2980,149.4,1.25,2.29,10352,10,1
162,Shyvana,Jungle,50.83%,2.69%,0.16%,3.79,6.13,4.8,6.48,8,17924,28819,11104,44.2,10.17,91.51,11161,9,0
163,Singed,Jungle,50.41%,0.24%,0.04%,27.6,4.43,6.2,7.52,5,18526,28528,5316,163.9,2.38,10.52,10883,45,7
164,Singed,Support,52.57%,0.22%,0.04%,27.74,2.39,3.95,4.01,3,7849,13484,1524,98.7,0.67,0.56,6552,58,11
165,Singed,Top,51.31%,1.00%,0.04%,5.85,4.56,6.21,7.84,5,19438,28806,4909,177.5,1.76,1.59,11106,20,7
166,Sion,Support,54.60%,0.26%,0.02%,9.8,2.85,4.54,5.24,5,9274,16979,1039,89.1,0.62,0.63,7072,47,11
167,Sion,Top,49.99%,1.41%,0.02%,5.71,4.87,6.11,7.41,6,19481,34103,3198,178.2,1.7,2.35,11310,9,14
168,Sivir,ADC,50.45%,1.71%,0.02%,3.58,5.93,5.34,8.61,7,19873,17533,2360,198.9,2.43,8.94,12255,10,5
169,Skarner,Jungle,47.96%,0.49%,0.01%,4.32,3.97,4.88,8.58,4,9829,24503,7517,29.1,7.34,81.06,9895,43,1
170,Sona,Support,51.85%,1.89%,0.02%,6.64,2.41,5.54,12.7,5,9931,13592,10513,17.3,0.15,0.2,7625,22,8
171,Soraka,Support,51.58%,4.45%,0.27%,6.4,0.94,5.14,12.96,3,5546,11691,18167,18.6,0.05,0.08,6965,10,2
172,Swain,Support,49.21%,1.58%,0.10%,27.71,4.35,6.11,10.29,8,15966,22265,6159,37.1,0.41,0.66,8450,17,8
173,Sylas,Jungle,45.74%,1.91%,1.09%,NaN,6.5,5.81,6.9,8,15881,32572,14756,34.4,7.53,71.38,10123,37,3
174,Sylas,Middle,47.13%,2.59%,1.09%,NaN,7.2,6.56,6.8,9,19905,29417,9105,143.6,1.72,5.67,10929,40,2
175,Sylas,Support,51.39%,0.92%,1.09%,NaN,4.02,3.88,3.24,6,9325,14403,4116,89.9,0.72,1.16,6587,31,17
176,Sylas,Top,47.91%,1.20%,1.09%,NaN,5.94,6.65,6.25,8,19132,30007,9260,147,1.73,3.63,10595,40,0
177,Syndra,ADC,47.87%,0.51%,0.49%,20.9,6.35,5.9,7.77,9,20748,17093,2832,179.7,1.73,6.25,11650,22,2
178,Syndra,Middle,48.40%,2.59%,0.49%,5.62,6.64,5.85,6.69,7,21475,17408,2382,177.4,1.65,6.94,11536,21,8
179,Tahm Kench,Support,45.66%,0.52%,0.03%,4.49,1.98,5.25,9.27,4,7557,19877,4334,37.8,0.24,0.23,7047,71,0
180,Tahm Kench,Top,49.55%,0.22%,0.03%,7.11,5.21,5.43,7.08,5,17529,32039,8960,148.3,1.95,1.93,10748,38,8
181,Taliyah,Jungle,46.80%,0.53%,0.01%,20.63,6.62,5.7,7.92,7,17565,22590,8331,34.9,8.24,76.88,10387,40,1
