Split,Season,Player,Position,Games,Win Rate,KLDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP %,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD-15min,CSD-15min,XPD-15MIN,FB%,FB victim,penta kills,solo kills
Spring,S8,TheShy,TOP,34,94.10%,3.7,2.9,2.2,5.3,9,445,52.20%,25.1,595,-,0.63,0.14,0.08,-,-,-,-,-,0,-
Spring,S8,ThintoN,SUPPORT,24,29.20%,3.5,0.5,1.7,5.4,2.3,250,60.50%,6.9,109,2.48,1.41,0.53,0.39,-18,-1,170,16.70%,8.30%,0,-
Spring,S8,Tian,JUNGLE,12,41.70%,2.8,1.4,2.9,6.7,5.4,333,58.00%,12.9,250,-,1.56,0.47,0.27,-,-,-,-,-,0,-
Spring,S8,Tierwulf,JUNGLE,35,68.60%,3.4,1.5,2.6,7.2,5,329,68.20%,11.3,226,2.35,1.24,0.44,0.34,290,6,90,48.60%,17.10%,0,4
Spring,S8,Tiger,ADC,22,22.70%,2.6,2,1.9,3.1,10,403,61.60%,28.7,527,1.24,0.54,0.31,0.14,-156,4,164,9.10%,4.50%,0,3
Spring,S8,Tilting,SUPPORT,22,9.10%,1.4,0.8,4.5,5.2,2,247,60.20%,8.4,146,1.73,0.92,0.32,0.33,-94,3,-46,18.20%,13.60%,0,-
Spring,S8,Tinowns,MID,19,36.80%,5,3.1,1.5,4.4,9,389,83.50%,28.5,546,1.12,0.52,0.29,0.17,-111,-8,-100,31.60%,5.30%,0,-
Spring,S8,Titan,ADC,27,70.40%,3.7,4.3,2.4,4.7,9.6,449,68.60%,32,652,1.38,0.58,0.35,0.24,68,1,-111,33.30%,14.80%,0,1
Spring,S8,Toaster,ADC,7,71.40%,6.8,3.3,1.1,4.4,10,471,56.00%,29.1,581,0.88,0.44,0.19,0.13,794,15,279,28.60%,0%,0,1
Spring,S8,Tockers,MID,28,57.10%,4.4,3.4,1.9,4.9,9.5,415,62.10%,28.1,534,1.12,0.54,0.21,0.22,-6,6,104,14.30%,7.10%,0,8
Spring,S8,Tolkin,TOP,3,0%,1.3,0,2,2.7,8.5,339,58.90%,18.9,295,1.06,0.69,0.13,0.25,-182,14,477,33.30%,0%,0,-
Spring,S8,Tomnam,ADC,21,14.30%,2.6,2.4,2.2,3.4,9.3,383,71.90%,31,496,1.13,0.44,0.33,0.17,-356,-3,-8,9.50%,14.30%,0,1
Spring,S8,Tonerre,MID,7,71.40%,7.9,3.1,1,4.7,9.4,435,61.60%,22.8,466,1.18,0.52,0.19,0.24,606,4,141,42.90%,0%,0,2
Spring,S8,Tore,SUPPORT,21,38.10%,3,0.6,2.1,5.8,1.9,255,71.10%,7.6,137,2.67,1.59,0.48,0.6,28,2,31,23.80%,9.50%,0,-
Spring,S8,Totoro,SUPPORT,18,33.30%,2.6,0.5,2.8,6.9,1.6,242,68.20%,6.9,127,2.78,1.62,0.44,0.47,27,-2,-215,11.10%,11.10%,0,1
Spring,S8,Treatz,SUPPORT,5,60%,6.2,0.6,2.2,13,1.3,245,89.10%,7.5,126,2.25,1.37,0.34,0.32,241,2,-224,0%,0%,0,-
Spring,S8,Trick,JUNGLE,36,41.70%,2.8,1.4,2.3,5,5.1,314,70.40%,10,166,2.42,1.24,0.5,0.28,-39,-4,135,47.20%,16.70%,0,2
Spring,S8,Triple,MID,35,71.40%,5.9,3.1,1.5,5.7,9.7,423,68.00%,26.6,529,1.1,0.41,0.28,0.18,171,3,227,11.40%,8.60%,0,4
Spring,S8,Trix,JUNGLE,28,39.30%,2.5,1.1,2.6,5.4,4.3,289,70.10%,8.2,146,2.62,1.39,0.43,0.39,-327,-11,-259,35.70%,3.60%,0,-
Spring,S8,Tuesday,MID,18,55.60%,4.5,4.2,2.2,5.5,9.6,422,74.90%,33.8,634,0.84,0.37,0.19,0.15,126,-5,95,11.10%,11.10%,0,4
Spring,S8,Tulz,SUPPORT,30,50%,4,0.6,2,7.6,1.6,256,65.80%,7,134,2.32,1.53,0.32,0.52,14,-2,83,23.30%,6.70%,0,1
Spring,S8,Tuna,SUPPORT,18,38.90%,2.2,0.5,2.7,5.5,1.9,249,65.30%,5.2,97,2.48,1.65,0.33,0.5,-44,2,60,27.80%,5.60%,0,-
Spring,S8,Turtle,JUNGLE,15,40%,1.9,1.2,3.3,5.1,4.6,298,60.80%,9.3,173,2.19,1.12,0.37,0.33,-292,-7,-322,20%,6.70%,0,-
Spring,S8,TusiN,SUPPORT,49,65.30%,4,0.3,1.7,6.6,2.1,273,75.20%,7.6,130,2.48,1.7,0.37,0.51,62,-1,37,40.80%,4.10%,0,-
Spring,S8,Tussle,JUNGLE,28,53.60%,3.6,1.9,2.5,7.1,5.4,332,72.20%,10.6,210,2.56,1.36,0.53,0.36,120,6,177,42.90%,10.70%,0,4
Spring,S8,TynX,JUNGLE,7,71.40%,4.1,3.7,2.1,5,6,400,64.40%,20.2,411,1.47,0.47,0.53,0.25,1147,12,1108,57.10%,14.30%,0,5
Spring,S8,U Jun,JUNGLE,11,9.10%,2.2,0.8,2.5,4.6,4.6,280,78.90%,10,156,2.37,1.14,0.53,0.36,-75,0,-81,27.30%,9.10%,0,2
Spring,S8,Ucal,MID,20,65%,4.8,2.5,1.4,4,10,416,59.90%,26,438,1.12,0.58,0.21,0.2,238,4,167,35%,0%,0,2
Spring,S8,UmTi,JUNGLE,44,43.20%,3,1.5,2.4,5.7,5.2,314,68.60%,10.2,193,3.1,1.62,0.65,0.29,114,4,117,36.40%,15.90%,0,3
Spring,S8,Uniboy,MID,42,42.90%,3.7,2.7,1.8,4,9.4,399,66.60%,26.1,486,1.2,0.6,0.28,0.2,-81,-7,-55,31%,9.50%,0,8
Spring,S8,Unified,ADC,35,31.40%,3,2.9,2.1,3.4,10.1,411,64.30%,29.2,587,1.46,0.42,0.49,0.14,-77,3,-2,17.10%,8.60%,1,4
Spring,S8,Untara,TOP,21,38.10%,2.3,1.3,2,3.3,8.8,375,49.20%,16.6,275,1.28,0.68,0.24,0.15,-373,-8,-176,9.50%,23.80%,0,-
Spring,S8,UpseT,ADC,16,37.50%,4.3,3.6,1.6,3.4,10.8,441,77.00%,33.3,647,1.62,0.48,0.52,0.1,-198,-9,-283,18.80%,0%,0,1
Spring,S8,Uzi,ADC,61,72.10%,6.6,5.1,1.5,4.5,11.5,494,74.00%,35.3,702,1.53,0.43,0.5,0.1,456,14,316,3.30%,1.60%,2,2
Spring,S8,V1PER,TOP,23,65.20%,3.6,3.2,2.2,4.9,9.2,421,59.20%,21.4,440,1.03,0.53,0.17,0.09,144,5,-40,26.10%,0%,0,8
Spring,S8,VandeR,SUPPORT,16,37.50%,2.8,0.2,2.3,6.4,1.6,243,76.70%,5.4,104,2.23,1.52,0.28,0.43,-129,0,4,25%,12.50%,0,-
Spring,S8,VandeR,ADC,2,50%,3.8,2.5,2,5,9.1,409,85.70%,28.2,441,1.25,0.37,0.49,0.06,-692,-32,-447,0%,50%,0,-
Spring,S8,Venus,JUNGLE,39,53.80%,3.5,2.4,2.8,7.5,5.2,341,70.30%,12.8,270,2.99,1.6,0.51,0.29,138,2,26,46.20%,10.30%,0,5
Spring,S8,Venzer,ADC,9,55.60%,2.9,3.4,2.2,2.9,10.3,437,66.40%,33.9,638,0.93,0.41,0.27,0.16,-383,-4,-123,11.10%,11.10%,0,4
Spring,S8,Vert,TOP,12,25%,1.3,1.5,3.4,2.8,8.5,366,50.20%,23.2,447,1,0.55,0.13,0.07,-283,1,-249,8.30%,41.70%,0,1
Spring,S8,Veux,SUPPORT,22,9.10%,1.5,0.4,3.1,4.3,1.7,232,68.40%,8.5,124,1.91,1.12,0.31,0.42,-306,1,-85,13.60%,18.20%,0,1
Spring,S8,Victory,MID,33,42.40%,2.8,3.2,2.8,4.7,9,396,54.90%,23.9,479,0.98,0.49,0.21,0.11,-357,-5,-316,18.20%,9.10%,0,5
Spring,S8,Viking,JUNGLE,9,22.20%,1.8,0.8,3,4.7,4.6,297,65.20%,9.2,160,2.6,1.46,0.39,0.25,-353,-9,-39,11.10%,0%,0,-
Spring,S8,VincentVega,ADC,19,52.60%,4.6,3.2,1.6,4.3,9.2,403,71.30%,31.1,554,0.99,0.35,0.26,0.08,-413,-8,-241,26.30%,5.30%,0,4
Spring,S8,Viper,ADC,6,83.30%,25,4.3,0.3,4,11.2,471,81.90%,36.8,626,1.38,0.39,0.4,0.07,-200,-1,140,33.30%,0%,0,1
Spring,S8,Vizicsacsi,TOP,18,38.90%,2.2,1.4,2.3,3.8,8.6,374,53.80%,21.2,390,1.23,0.62,0.2,0.17,53,10,80,16.70%,16.70%,0,-
Spring,S8,Vulcan,SUPPORT,18,44.40%,5.5,0.7,1.7,8.6,1.8,261,79.00%,7.6,146,2.22,1.36,0.35,0.46,28,0,26,16.70%,5.60%,0,-
Spring,S8,Wadid,SUPPORT,26,57.70%,3.9,0.5,2.2,8,1.6,248,75.30%,5.2,111,2.56,1.66,0.33,0.58,8,3,-28,23.10%,11.50%,0,-
Spring,S8,Wako,MID,29,44.80%,4.3,2.6,1.7,4.5,10.1,413,70.30%,27.3,506,1.46,0.67,0.46,0.23,62,-3,-67,41.40%,6.90%,0,4
Spring,S8,Warangelus,ADC,30,76.70%,6,4.8,1.5,4.4,10.1,459,78.40%,36.8,768,1,0.36,0.31,0.14,171,3,114,23.30%,3.30%,1,6
Spring,S8,Wardain,TOP,5,20%,2.1,1,2,3.2,8.8,351,79.10%,16.3,284,0.65,0.42,0.05,0.06,-159,-4,-26,0%,20%,0,2
Spring,S8,Warzone,MID,52,65.40%,4.6,3.7,1.8,4.6,9.6,428,57.80%,25.9,516,1.43,0.72,0.25,0.25,269,4,231,21.20%,7.70%,1,13
Spring,S8,Wendelbo,SUPPORT,23,65.20%,4.8,0.8,2,8.8,1.1,262,75.40%,12.7,256,2.21,1.15,0.35,0.27,90,-10,68,17.40%,13%,0,-
Spring,S8,WerIyb,TOP,43,76.70%,4.3,2.7,1.7,4.4,8.7,413,61.20%,23.7,464,1.12,0.65,0.14,0.12,313,1,118,23.30%,14%,0,14
Spring,S8,Whiteknight,TOP,18,33.30%,2.2,1.6,2.4,3.7,8,360,53.90%,20.5,373,1.12,0.58,0.18,0.14,-208,-10,-6,16.70%,16.70%,0,2
Spring,S8,Whitelotus,ADC,6,50%,3.5,3.3,2.5,5.3,10.5,447,69.10%,32.4,592,1.28,0.5,0.39,0.15,339,6,-194,33.30%,0%,0,2
Spring,S8,Whyin,SUPPORT,18,38.90%,3,0.6,2.5,6.8,1.7,250,75.30%,9.2,140,2.17,1.27,0.35,0.43,-39,-1,-52,16.70%,0%,0,-
Spring,S8,Wiggily,JUNGLE,22,59.10%,3.6,2,2.6,7.2,5.2,332,69.20%,10.8,233,2.42,1.21,0.44,0.23,169,6,300,40.90%,4.50%,0,1
Spring,S8,WildTurtle,ADC,18,33.30%,3.3,3.2,2.1,3.6,10.4,425,78.00%,30.8,595,1.1,0.39,0.34,0.09,-346,-3,-76,16.70%,5.60%,0,-
Spring,S8,Winged,JUNGLE,20,70%,4.3,1.5,2.3,8.3,5.3,331,75.80%,9.6,197,2.52,1.14,0.53,0.36,22,3,202,35%,10%,0,1
Spring,S8,Winter,SUPPORT,16,31.30%,2.1,0.7,2.7,5.1,1.5,237,62.20%,7.8,140,2.63,1.57,0.47,0.46,-318,-4,-526,18.80%,18.80%,0,-
Spring,S8,Wisdom,JUNGLE,39,38.50%,2.4,1.5,3.3,6.4,5.3,320,76.00%,10.9,207,2.18,1.06,0.44,0.28,103,11,239,43.60%,7.70%,0,3
Spring,S8,Wolf,SUPPORT,32,46.90%,3.9,0.9,1.7,5.7,1.9,254,69.30%,6.5,119,2.38,1.31,0.49,0.43,56,3,168,21.90%,12.50%,0,1
Spring,S8,Wolf,JUNGLE,4,50%,4.1,3,2.5,7.3,5,341,75.40%,8.1,177,3.7,1.72,0.9,0.23,-238,3,-142,0%,50%,0,-
Spring,S8,Wondro,TOP,9,44.40%,2.8,2.2,2.6,5,8.3,373,55.30%,23.4,403,0.85,0.51,0.12,0.08,-226,-8,-638,11.10%,33.30%,0,1
Spring,S8,WooFe,TOP,6,33.30%,2.3,1.2,2,3.5,8.8,349,41.90%,21.8,297,1.28,0.66,0.2,0.21,-578,9,186,0%,16.70%,0,-
Spring,S8,WooHee,SUPPORT,10,20%,2.8,0.7,2.3,5.8,1.2,236,63.50%,8.1,131,2.79,1.96,0.46,0.58,80,-1,1,20%,20%,0,1
Spring,S8,Woolite,ADC,14,50%,4,3.2,1.9,4.4,10.2,439,71.50%,34.7,709,1.34,0.43,0.46,0.12,-167,-3,-178,35.70%,7.10%,0,1
Spring,S8,World6,JUNGLE,18,27.80%,1.8,1.6,3.8,5.4,4.5,297,71.00%,12.1,210,-,1.18,0.4,0.24,-,-,-,-,-,0,-
Spring,S8,Wraith,SUPPORT,44,43.20%,3.7,0.5,2,7,1.6,245,66.30%,5.9,107,2.23,1.39,0.32,0.38,-121,-2,-152,27.30%,6.80%,0,1
Spring,S8,Wunder,TOP,26,57.70%,5.2,2.5,1.6,5.7,9.3,418,74.50%,25.9,536,1.17,0.62,0.17,0.13,391,8,-21,26.90%,15.40%,0,2
Spring,S8,WyverN,JUNGLE,24,29.20%,3.1,2.4,3,6.8,5.3,321,81.40%,17,299,1.91,0.95,0.39,0.2,135,0,157,41.70%,8.30%,0,2
Spring,S8,XDSMILEY,ADC,10,50%,3.2,3.9,2.3,3.4,10.6,446,73.00%,32.9,608,1.17,0.4,0.39,0.1,-196,2,-195,10%,20%,0,4
Spring,S8,Xerxe,JUNGLE,31,58.10%,6.2,1.1,1.2,6.5,4.5,307,74.50%,9,152,2.1,1.07,0.48,0.34,-36,-4,69,64.50%,0%,0,1
Spring,S8,XiaoAL,TOP,48,52.10%,3.6,2,2,5.1,9.1,403,55.90%,22.1,412,-,0.52,0.2,0.06,-,-,-,-,-,0,-
Spring,S8,Xico,MID,19,52.60%,2.3,2.5,3,4.4,9.6,412,61.30%,31.1,592,1.18,0.58,0.29,0.25,110,3,-53,21.10%,10.50%,0,2
Spring,S8,Xioh,MID,3,0%,1.7,3,4,3.7,9.7,383,71.00%,35.1,665,0.85,0.43,0.24,0.15,-126,-2,-178,0%,33.30%,0,-
Spring,S8,Xiyang,TOP,40,32.50%,3.2,2,2.1,4.8,8.5,380,62.40%,23,395,-,0.58,0.21,0.11,-,-,-,-,-,0,-
Spring,S8,Xmithie,JUNGLE,41,61%,4.5,1.4,1.8,6.8,5.5,334,78.90%,10.8,198,2.15,1.12,0.39,0.32,-17,-1,-45,46.30%,14.60%,0,-
Spring,S8,Xpecial,SUPPORT,18,11.10%,1.7,0.5,3.8,6.2,2.1,246,79.50%,9.3,147,2.32,1.38,0.38,0.4,136,6,-39,27.80%,5.60%,0,-
Spring,S8,XuHao,JUNGLE,11,9.10%,2.5,2.5,3.5,6.5,4.7,314,74.10%,15.1,257,2.82,1.63,0.41,0.24,-622,-8,-217,27.30%,27.30%,0,2
Spring,S8,Xuradel,MID,11,45.50%,3.9,3.5,1.9,3.9,9.3,404,75.40%,31.1,495,1.19,0.59,0.18,0.17,51,10,161,9.10%,0%,0,5
Spring,S8,Xx,JUNGLE,19,26.30%,1.7,1.2,3,3.9,5.1,302,66.50%,13.5,220,-,1.08,0.48,0.25,-,-,-,-,-,0,-
Spring,S8,Xyraz,TOP,31,64.50%,4,2.2,1.7,4.6,8.5,391,56.60%,22,417,0.89,0.5,0.14,0.11,-2,0,8,12.90%,0%,0,5
Spring,S8,Y1han,JUNGLE,45,46.70%,3.2,2.1,2.8,6.7,4.9,325,73.70%,12.1,229,-,1.57,0.48,0.43,-,-,-,-,-,0,-
Spring,S8,Y4,ADC,8,37.50%,4.6,2.8,1.5,4.1,10,423,70.50%,27.8,457,-,0.35,0.37,0.03,-,-,-,-,-,0,-
Spring,S8,Yagao,MID,50,48%,4.2,2.5,1.9,5.6,9,398,74.10%,28.2,528,-,0.45,0.29,0.1,-,-,-,-,-,0,-
Spring,S8,Yampi,JUNGLE,9,55.60%,2.5,1,3.7,8,4.6,302,68.90%,9,184,2.26,1.1,0.45,0.31,-28,9,93,22.20%,0%,0,-
Spring,S8,Yampi,TOP,5,40%,2.6,1.2,2.4,5,8.7,388,68.90%,22.5,442,1.05,0.63,0.15,0.12,55,-11,46,40%,0%,0,1
Spring,S8,YiJin,JUNGLE,52,65.40%,3.9,2.9,2.5,6.7,6.1,381,72.00%,15.8,325,2.23,1,0.45,0.2,521,9,749,34.60%,17.30%,0,13
Spring,S8,Yixiao,MID,28,32.10%,2.6,3.4,2.9,4.1,8.6,374,71.50%,30.1,507,1,0.46,0.2,0.17,-347,-14,-283,25%,10.70%,0,5
Spring,S8,Yoon,SUPPORT,48,52.10%,3.5,0.6,2.3,7.3,1.9,269,62.80%,7.2,131,-,1.44,0.27,0.46,-,-,-,-,-,0,-
Spring,S8,Yoppa,TOP,30,70%,4.4,3.4,2.2,6.4,7.9,412,63.00%,24.3,516,1.08,0.54,0.15,0.17,523,-4,180,20%,3.30%,0,10
Spring,S8,Ysera,SUPPORT,31,45.20%,2.6,0.5,2.6,6.5,1.8,254,67.70%,6.8,129,2.04,1.3,0.27,0.38,-25,-1,21,9.70%,12.90%,0,-
Spring,S8,Yuki,SUPPORT,24,29.20%,2.9,0.6,2.7,7.3,1.6,235,63.30%,7,124,2.05,1.25,0.33,0.46,-230,0,-145,25%,16.70%,0,-
Spring,S8,Yukinon,ADC,2,50%,2,2,3.5,5,7.2,-,68.30%,-,-,-,-,-,-,-,-,-,-,-,-,-
Spring,S8,Yutapon,ADC,24,75%,8.4,4.8,1.1,4.3,10,453,72.10%,27.4,609,0.91,0.31,0.29,0.07,126,-3,55,12.50%,8.30%,1,1
Spring,S8,Yutorimoyashi,ADC,33,63.60%,5.7,4.1,1.5,4.5,10.3,450,82.20%,30.4,630,1.35,0.44,0.39,0.13,325,8,129,18.20%,3%,0,-
Spring,S8,Yuuki,MID,43,32.60%,2.8,3.1,2.7,4.4,9.4,399,67.50%,27.7,520,-,0.26,0.31,0.12,-,-,-,-,-,0,-
Spring,S8,ZaZee,MID,3,0%,1,1.3,3,1.7,10.1,375,60.00%,26.5,417,0.94,0.49,0.19,0.21,-232,-7,-610,33.30%,33.30%,0,-
Spring,S8,Zantins,TOP,27,70.40%,3.6,2.3,2.1,5.4,9.3,427,58.50%,22.4,465,1.06,0.54,0.18,0.15,435,9,235,29.60%,7.40%,0,9
Spring,S8,Zanzarah,JUNGLE,23,65.20%,4.7,1.7,1.8,6.8,5.1,327,72.20%,10.4,214,1.8,0.96,0.34,0.33,136,4,116,34.80%,0%,0,2
Spring,S8,Zeicro,ADC,8,100%,11,5.6,1.3,8.1,9.1,440,72.30%,26.4,560,1.13,0.41,0.26,0.19,116,-4,-241,37.50%,0%,0,1
Spring,S8,Zeitnot,MID,1,100%,2.2,3,5,8,9.3,409,61.10%,23.5,449,1.07,0.41,0.28,0.16,-362,-17,1619,0%,0%,0,-
Spring,S8,Zeitnot,ADC,45,82.20%,7.1,5.7,1.6,5.8,10.4,500,76.20%,33.2,726,1.16,0.38,0.37,0.15,800,16,344,22.20%,11.10%,0,6
Spring,S8,Zelt,MID,22,36.40%,4.2,3.6,2.3,5.9,8.9,393,78.50%,31,567,1.07,0.45,0.17,0.18,-16,-3,-163,36.40%,18.20%,0,1
Spring,S8,Zergsting,SUPPORT,32,50%,2.9,0.8,2.8,7.5,1.6,254,66.40%,7.9,139,2.45,1.44,0.35,0.46,39,0,-37,25%,12.50%,0,1
Spring,S8,Zero,SUPPORT,2,50%,2.5,0.5,3,7,1.8,257,70.00%,10.4,170,-,1.22,0.38,0.28,-,-,-,-,-,0,-
Spring,S8,Zeroday,MID,36,63.90%,3.8,4.6,3,6.6,9.4,434,67.30%,30.1,666,1.33,0.69,0.29,0.26,82,-2,17,22.20%,11.10%,0,9
Spring,S8,Zeros,TOP,34,58.80%,3.7,2.9,2.5,6.5,9.3,416,57.70%,22.7,498,1.13,0.63,0.17,0.09,448,17,502,29.40%,2.90%,0,6
Spring,S8,Zest,SUPPORT,34,29.40%,2.5,0.7,3,6.6,1.6,238,67.90%,9.1,174,2.06,1.37,0.33,0.45,59,-3,-73,32.40%,5.90%,0,-
Spring,S8,Zeypher,ADC,17,52.90%,3.9,3.2,2.2,5.6,9.9,434,64.10%,30.2,605,1.38,0.54,0.3,0.16,23,1,36,0%,23.50%,0,18
Spring,S8,Zeyzal,SUPPORT,22,59.10%,4.1,1,2.4,8.6,1.8,275,70.00%,7.8,169,2.31,1.44,0.28,0.49,160,1,146,27.30%,4.50%,0,-
Spring,S8,Zica,TOP,11,63.60%,3.1,2.5,2.5,5.1,8.1,393,48.60%,21.1,466,1.14,0.68,0.18,0.13,155,2,49,9.10%,9.10%,0,4
Spring,S8,Zin,ADC,40,57.50%,6.4,4.1,1.3,4.4,10.1,450,63.50%,28.2,568,1.12,0.43,0.3,0.05,114,-1,207,15%,2.50%,0,6
Spring,S8,ZionSpartan,TOP,18,38.90%,3,2.1,2.3,4.9,8.2,381,65.20%,22.3,450,1.06,0.62,0.14,0.16,37,1,-47,44.40%,11.10%,0,2
Spring,S8,Zirigui,SUPPORT,17,35.30%,2.5,0.4,3.4,7.9,1.6,239,66.00%,5.7,110,2.44,1.55,0.46,0.52,-186,-5,-290,17.60%,11.80%,0,-
Spring,S8,Ziv,TOP,33,45.50%,2.9,1.8,2,4.2,9,394,62.30%,27.1,494,1.27,0.68,0.23,0.12,36,0,-7,21.20%,12.10%,0,1
Spring,S8,Zoom,TOP,50,48%,3.4,1.8,2,4.8,9.1,404,57.80%,23.8,433,-,0.6,0.16,0.18,-,-,-,-,-,0,-
Spring,S8,Zub,ADC,1,0%,0.3,1,3,0,8.1,339,50.00%,19.9,211,0.37,0.32,0,0.05,-2012,-26,-113,0%,0%,0,-
Spring,S8,Zub,SUPPORT,1,0%,0.6,0,7,4,0.2,209,57.10%,13.1,165,0.4,0.53,0.13,0,-1545,-3,-1735,0%,0%,0,-
Spring,S8,Zven,ADC,24,58.30%,5.3,2.7,1.4,4.5,10,433,63.40%,28.2,574,1.36,0.43,0.41,0.09,147,3,3,20.80%,8.30%,0,1
Spring,S8,Zvene,TOP,5,20%,1.6,1.6,3.6,4.2,7.5,338,52.50%,15.6,328,0.93,0.48,0.09,0.1,-171,-5,136,20%,20%,0,-
Spring,S8,Zz1tai,TOP,26,61.50%,3.8,2.3,1.7,4.2,8.8,402,52.10%,21.6,408,-,0.7,0.14,0.12,-,-,-,-,-,0,-
Spring,S8,Zzus,SUPPORT,37,51.40%,2.5,0.6,3.3,7.6,1.4,253,68.40%,8.6,156,2.16,1.24,0.38,0.4,-137,-5,-93,24.30%,21.60%,0,1
Spring,S8,allorim,TOP,27,59.30%,3.2,1.7,2.1,4.9,8.6,381,61.80%,19,360,0.96,0.49,0.12,0.12,-90,2,121,3.70%,7.40%,0,10
Spring,S8,apaMEN,TOP,28,53.60%,3.9,2.4,2.3,6.4,8.7,409,73.40%,22,430,1.1,0.62,0.15,0.19,8,-5,-417,21.40%,21.40%,0,5
Spring,S8,ayel,TOP,17,35.30%,3,2,2.4,5.2,8.5,376,65.80%,25.6,504,1.24,0.68,0.2,0.2,-144,3,25,23.50%,11.80%,0,4
Spring,S8,babo,SUPPORT,32,50%,3.4,0.5,2.7,8.7,1.6,250,75.80%,7.6,133,-,1.65,0.24,0.52,-,-,-,-,-,0,-
Spring,S8,baybay,JUNGLE,31,74.20%,4.3,1.7,2.2,7.7,4.8,318,74.30%,10.8,211,2.63,1.56,0.55,0.48,-184,-4,-108,35.50%,19.40%,0,1
Spring,S8,bing,MID,31,41.90%,2.8,2.5,2.9,5.5,8.7,386,65.60%,24.9,476,-,0.6,0.27,0.13,-,-,-,-,-,0,-
Spring,S8,blank,JUNGLE,31,41.90%,3.4,1.1,2.1,6,4.7,302,78.30%,8.8,162,3.08,1.58,0.68,0.47,-313,-6,-354,25.80%,6.50%,0,1
Spring,S8,bluerzor,JUNGLE,28,60.70%,6.2,2,1.5,7.3,5.1,331,75.90%,11.6,228,2.52,1.36,0.41,0.29,283,1,218,39.30%,10.70%,0,2
Spring,S8,bobqin,MID,18,11.10%,3.3,2.3,1.8,3.8,9.8,393,73.20%,27.3,448,1.23,0.53,0.28,0.22,-290,-5,-46,5.60%,5.60%,0,-
Spring,S8,bono,JUNGLE,8,25%,2.8,1,2.3,5.3,5.3,316,61.70%,11.9,218,3.37,1.67,0.72,0.27,20,-4,69,50%,0%,0,1
Spring,S8,cogcog,TOP,25,36%,1.9,1.6,2.7,3.6,8.3,370,57.10%,23.6,403,0.96,0.55,0.12,0.16,-134,4,10,20%,20%,0,5
Spring,S8,dan,JUNGLE,3,0%,1.1,0.3,4.7,4.7,4.7,287,71.40%,10.3,168,1.19,0.56,0.42,0.45,-502,-1,-178,33.30%,0%,0,-
Spring,S8,delord,SUPPORT,14,50%,3,0.8,2.4,6.6,1.6,257,67.80%,8.2,159,2.16,1.42,0.24,0.5,57,2,-28,35.70%,7.10%,0,-
Spring,S8,dyNquedo,MID,27,70.40%,6.9,3.1,1.2,5.3,8.9,408,60.00%,24.7,511,1.23,0.59,0.29,0.29,131,6,272,18.50%,3.70%,0,5
Spring,S8,fabFabulous,SUPPORT,1,100%,4.5,2,2,7,1,249,50.00%,14.2,272,1.6,1.13,0.19,0.16,-458,-83,-2424,0%,0%,0,-
Spring,S8,fabFabulous,TOP,45,82.20%,4.3,2.8,2.1,6.2,7.8,403,58.20%,20.2,441,0.99,0.54,0.14,0.12,18,-1,-100,8.90%,8.90%,0,12
Spring,S8,iBOY,ADC,53,60.40%,5.2,3.6,1.6,4.9,10.6,459,74.60%,32,587,-,0.41,0.57,0.08,-,-,-,-,-,0,-
Spring,S8,iBo,TOP,14,50%,2.3,1.6,2.6,4.4,8.8,383,66.00%,22.3,424,1.04,0.57,0.16,0.13,226,7,126,28.60%,0%,0,1
Spring,S8,icon,MID,42,31%,3.3,3.7,2.3,3.8,9.6,407,68.10%,28,487,-,0.51,0.2,0.16,-,-,-,-,-,0,-
Spring,S8,imp,ADC,23,34.80%,3.3,3.2,2.1,3.6,10,432,56.40%,30.8,597,-,0.41,0.44,0.06,-,-,-,-,-,0,-
Spring,S8,inSec,JUNGLE,14,78.60%,4,2.4,2.5,7.5,4.3,307,70.00%,10.3,218,2.11,1.21,0.4,0.29,-54,-7,-192,35.70%,35.70%,0,2
Spring,S8,intruder,JUNGLE,18,38.90%,3,1.9,2.7,6.3,4.8,308,61.70%,11.7,221,-,1.07,0.47,0.34,-,-,-,-,-,0,-
Spring,S8,jactroll,SUPPORT,32,50%,2.4,0.4,2.5,5.6,1.3,241,63.80%,7.1,126,2.15,1.52,0.2,0.53,3,-4,251,18.80%,12.50%,0,-
Spring,S8,jer0m,TOP,22,36.40%,2.3,1.5,3,5.5,7.9,357,57.10%,19.5,343,1.08,0.56,0.17,0.16,-133,3,-63,22.70%,13.60%,0,3
Spring,S8,jiekou,ADC,1,0%,0,0,3,0,7,282,0.00%,10.1,73,-,0.34,0.15,0.04,-,-,-,-,-,0,-
Spring,S8,jiekou,JUNGLE,9,44.40%,2.6,1.8,3.7,7.9,4.8,312,70.40%,11.7,231,-,1.08,0.49,0.27,-,-,-,-,-,0,-
Spring,S8,jinjiao,ADC,50,58%,5.1,3.6,1.6,4.7,9.7,426,73.70%,29.6,616,-,0.36,0.41,0.1,-,-,-,-,-,0,-
Spring,S8,joy,MID,4,0%,1.2,3.8,5,2,7.7,361,59.70%,29.6,472,0.52,0.45,0.03,0.06,-1069,-11,-1038,0%,25%,0,2
